1,-118.88167453116787
2,-101.33078089179648
3,-100.44106269448737
4,-119.14094490285736
5,-101.51975387000714
6,-101.69328150508329
7,-105.84939295545114
8,-100.52101283873186
9,-110.46367000510382
10,-125.19483054371443
11,-166.37572309225857
12,-174.12193117716754
13,-173.67211028048328
14,-173.9097396196555
15,-173.86065931267134
16,-173.94938043336506
17,-174.19706417688437
18,-174.0729268605956
19,-173.70884117271632
20,-174.00110909816436
21,-174.0726630487069
22,-173.81788965890487
23,-173.8859586018759
24,-173.85339398438157
25,-173.94072919641323
26,-173.98414320932037
27,-174.00698658906276
28,-174.02669617227653
29,-173.87940284613484
30,-174.09712764667086
31,-173.85758363097483
32,-173.86717584958194
33,-174.2282158322093
34,-174.03515804693157
35,-174.166678409508
36,-173.94799867044802
37,-173.8919171059067
38,-174.0762870818069
39,-174.00794673116977
40,-174.14407649843307
41,-173.9342649146328
42,-173.9778134204367
43,-173.8587734761126
44,-173.69692832887193
45,-173.91919975821352
46,-173.99868747301653
47,-174.095573885894
48,-173.8686635819687
49,-173.84877021548527
50,-174.1229882810967
51,-174.36022198426502
52,-174.15645391958958
53,-173.9665184758094
54,-173.96980734034491
55,-173.8452326240985
56,-173.9413701159021
57,-173.69272521082246
58,-174.30800904538359
59,-173.9761458855741
60,-173.84050071964748
61,-174.04907987380216
62,-173.98426323771076
63,-173.77820197504923
64,-173.9915620540916
65,-173.8138904942525
66,-173.96218159158255
67,-173.98064162256335
68,-173.80484048844195
69,-173.91571998361752
70,-174.23274288044513
71,-173.855593468128
72,-174.1703758679655
73,-174.06774947360108
74,-173.94201284472067
75,-174.0674913052671
76,-173.89609008095013
77,-173.94285598528555
78,-174.06262857811052
79,-174.16760040674401
80,-174.10720934216752
81,-174.11476931449693
82,-173.94164384205158
83,-173.8605361442059
84,-174.10332093870463
85,-173.81303317909263
86,-174.1188168218307
87,-173.98047695470035
88,-174.15970262681898
89,-174.0506178961611
90,-173.89026088626787
91,-173.90956657585738
92,-173.7853503818363
93,-173.96002532899865
94,-173.90140160622374
95,-173.96230222458323
96,-173.99588468212852
97,-174.19519542456396
98,-173.87837646025324
99,-174.15186579612694
100,-173.97137602107074
101,-173.9537462080929
102,-174.21301070509134
103,-174.0282083979242
104,-174.04555005855687
105,-173.97442457305522
106,-173.9507504974052
107,-174.28676386212354
108,-173.9629060292717
109,-174.01946019656071
110,-173.91164665258262
111,-174.03840839559442
112,-173.79917321109818
113,-174.06832668434515
114,-173.89138370236043
115,-173.75029299332238
116,-174.14472643702797
117,-173.86478441748375
118,-173.94130537549322
119,-173.83347389889857
120,-174.03730178391893
121,-174.09065713252193
122,-173.93465515616822
123,-173.90203095469573
124,-174.04937478966139
125,-174.02959210468623
126,-174.26906450710348
127,-173.84753687670732
128,-174.28617907772272
129,-174.1407483295707
130,-174.05374269131957
131,-174.08420232579886
132,-173.9829376714715
133,-174.26203398622854
134,-173.99923961796125
135,-174.32804000985925
136,-174.33748455118447
137,-173.83028905694724
138,-173.99059881080052
139,-173.7642732656207
140,-173.87664892779168
141,-173.84132263560855
142,-173.94540019048532
143,-174.22379405271437
144,-174.0223792756931
145,-174.07319185445516
146,-173.79972908144177
147,-173.84657429036014
148,-174.1055007456766
149,-174.42392323467485
150,-174.4431468910408
151,-174.02459200287842
152,-174.16372815183547
153,-174.04197755847107
154,-173.99391749536278
155,-174.01021781603785
156,-173.61473697058693
157,-174.23728008156385
158,-174.15777233099678
159,-174.10938034585251
160,-173.9976111825227
161,-174.01808825053152
162,-174.05662543779994
163,-174.0778457997157
164,-174.12192334446738
165,-174.12257803150905
166,-173.6951304774363
167,-173.7754330235248
168,-174.11339940764273
169,-173.8480951480518
170,-174.39702519567783
171,-174.08645485127428
172,-173.81795416916583
173,-174.09869792660572
174,-174.35169274181962
175,-174.0733191752596
176,-173.9504385891695
177,-174.06588954112806
178,-173.9846599652665
179,-173.98587862892037
180,-174.33081780207362
181,-174.1171514401676
182,-174.36766887646542
183,-174.21807985087787
184,-173.97566449853826
185,-174.0029155359669
186,-174.24527335793718
187,-174.18662576971627
188,-174.40631763254316
189,-174.12239053011265
190,-173.9321992927577
191,-173.86371194992287
192,-173.9609576820414
193,-174.04112930913848
194,-174.05785449632862
195,-173.84628869484783
196,-173.86830181981213
197,-174.2662180995096
198,-174.31349298823704
199,-174.0976419367505
200,-173.9186513981856
201,-173.685413220893
202,-174.04042199970954
203,-173.9311531668241
204,-173.94433912528055
205,-174.09073235683834
206,-173.95463900365303
207,-173.9085922751967
208,-174.17023245862285
209,-174.07421534248638
210,-173.87377674083734
211,-173.97438474260892
212,-174.0542679403423
213,-174.20142430437585
214,-174.04337944785755
215,-174.06253885654743
216,-174.0549208932515
217,-173.88059648395566
218,-174.02572016051272
219,-173.96421582713717
220,-173.78843997427106
221,-174.04875866662707
222,-173.7576027591173
223,-173.9385314579532
224,-173.8231884346675
225,-174.12544327912167
226,-174.3078536477043
227,-174.2217934016509
228,-174.214920589386
229,-173.82714675685816
230,-174.1454828791
231,-173.73257422998566
232,-174.08075061598234
233,-174.02739448375414
234,-173.96942406148315
235,-174.3859371759075
236,-173.8802761208137
237,-173.93142076277414
238,-174.1372370997566
239,-173.98596488579497
240,-174.07925465221146
241,-174.1815957510914
242,-174.08520166827188
243,-173.7140911709572
244,-174.0547409353727
245,-174.00401195561327
246,-174.0358190705528
247,-173.92612257876246
248,-174.3425838091726
249,-174.16095013992566
250,-173.999214996713
251,-174.21597800600316
252,-173.87010124253612
253,-174.00125032748383
254,-173.90578601684197
255,-173.7409098995938
256,-173.9464015762563
257,-173.81843487872135
258,-174.13147200173248
259,-174.05533155939386
260,-174.25464468067582
261,-173.97964903219253
262,-174.17225294206838
263,-173.9802561006371
264,-173.8333015217458
265,-174.2774490134434
266,-173.93348568785672
267,-173.93850966731114
268,-173.9937984477758
269,-173.98229894399256
270,-173.74964107700478
271,-174.0326999498456
272,-174.28106933360777
273,-173.8923729959429
274,-174.10601470260283
275,-173.85624550292303
276,-174.17208723665797
277,-174.28380373746057
278,-174.09192312128366
279,-174.43218407726246
280,-173.94341702878538
281,-174.00017059889916
282,-174.03080306593438
283,-173.9523140841478
284,-174.08513642559623
285,-173.69869175026483
286,-173.75050487957617
287,-174.06463970161735
288,-174.04787403000685
289,-174.2799056085418
290,-173.93150746773142
291,-174.06260221824033
292,-174.33185720574266
293,-173.93833437763573
294,-173.86916468912477
295,-173.8713630899392
296,-173.91405727263782
297,-173.9041929072391
298,-174.13065705891609
299,-174.07774967564444
300,-174.11687105964464
301,-174.02024000882872
302,-174.01404318033306
303,-174.45721095540682
304,-173.84495651884282
305,-173.94716678362283
306,-173.949787876436
307,-174.29984701178725
308,-173.85045130561736
309,-173.80934334239618
310,-174.02967430395796
311,-174.19015967764912
312,-173.9648398350789
313,-173.94913975563261
314,-173.99672506138043
315,-174.13401011609596
316,-174.00138357360274
317,-173.9252583433183
318,-174.07384829541448
319,-174.22257294180085
320,-173.92004969884542
321,-173.88109501276193
322,-174.10831854845017
323,-174.1032084897045
324,-174.11314757500415
325,-173.93705156591693
326,-173.81614702543297
327,-174.32260161690974
328,-173.97894322057252
329,-173.9365456196576
330,-174.05374330418377
331,-174.30950030538992
332,-173.87249369039765
333,-174.13670180742386
334,-173.89802950025543
335,-173.92050936054457
336,-173.72826119621246
337,-173.9645479611549
338,-174.27419457559088
339,-174.2656587941354
340,-174.01614749482812
341,-174.08455054513877
342,-173.68594154492158
343,-174.07634835519352
344,-173.85201638645603
345,-174.06800798209323
346,-173.9025838663793
347,-173.8226581283605
348,-174.017737951761
349,-174.02004981857874
350,-174.13799621998132
351,-174.02718848957906
352,-173.98308044362372
353,-174.15915479545984
354,-173.819348668079
355,-173.82069685277722
356,-173.89198643711828
357,-174.07690483417107
358,-173.9999644980504
359,-174.18860137151069
360,-173.97727968835684
361,-173.76815228589996
362,-173.94541889760592
363,-174.12069285792597
364,-173.80486891143298
365,-173.92083316040078
366,-173.9812067608971
367,-173.94341975338648
368,-174.0733840085159
369,-173.8752980777125
370,-173.95211821636323
371,-174.06006969109404
372,-173.9879296814922
373,-174.0153442851637
374,-173.97275206761995
375,-174.09328632192302
376,-173.87883922071708
377,-173.88440356496355
